Country,Title,Variety,City,Lat,Lng,PriceAverage,PointsAverage,Price Average,Points Average
France,Lionel Osmin & Cie 2016 La Réserve Petit Manseng (Vin de France),Petit Manseng,pau,43.33,-0.31,15.918367346938776,87.83673469387755,15.918367346938776,87.83673469387755
Australia,Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale),Rosé,adelaide,-35.23,138.57,43.68181818181818,89.63636363636364,43.68181818181818,89.63636363636364
US,Napa Cellars 2014 Classic Zinfandel (Napa Valley),Zinfandel,sonoma,38.42,-122.39,25.636363636363637,87.63636363636364,25.636363636363637,87.63636363636364
US,Palencia 2016 Albariño (Ancient Lakes),Albariño,walla walla,46.09,-118.26,35.333333333333336,89.77777777777777,35.333333333333336,89.77777777777777
US,Passaggio 2014 Blau Vineyards Merlot (Knights Valley),Merlot,sonoma,38.29,-122.46,41.0,87.83333333333333,41.0,87.83333333333333
Italy,Poggio Alloro 2014 Le Mandorle Riserva  (Vernaccia di San Gimignano),Vernaccia,certaldo,43.49,11.07,21.666666666666668,87.66666666666667,21.666666666666668,87.66666666666667
Italy,Fattoria Sardi 2015 Rosato (Toscana),Rosato,lucca,43.88,10.5,26.333333333333332,88.0,26.333333333333332,88.0
US,Ferrari-Carano 2014 Siena Red (Sonoma County),Red Blend,healdsburg,38.71,-122.98,39.67857142857143,89.01785714285714,39.67857142857143,89.01785714285714
US,Franciscan 2013 Magnificat Meritage (Napa Valley),Meritage,sonoma,38.47,-122.43,33.074074074074076,87.77777777777777,33.074074074074076,87.77777777777777
Austria,Fuchs 2015 Grüner Veltliner (Burgenland),Grüner Veltliner,ruse,46.66,15.52,12.0,88.0,12.0,88.0
US,Gård 2014 Grand Klasse Reserve Lawrence Vineyards Viognier (Columbia Valley (WA)),Viognier,woodinville,47.77,-122.15,27.790697674418606,88.83720930232558,27.790697674418606,88.83720930232558
US,Heron Hill 2015 Ingle Vineyard Riesling (Finger Lakes),Riesling,corning,42.45,-77.2,21.0,86.7710843373494,21.0,86.7710843373494
Italy,Serpaia di Endrizzi 2010 Dono Riserva  (Morellino di Scansano),Sangiovese,trento,46.2,11.14,25.6,87.8,25.6,87.8
US,Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley),Bordeaux-style Red Blend,soquel,37.03,-121.93,44.07142857142857,87.92857142857143,44.07142857142857,87.92857142857143
US,Ventosa 2015 Pinot Gris (Finger Lakes),Pinot Gris,geneva,42.86,-76.94,22.64516129032258,86.3225806451613,22.64516129032258,86.3225806451613
US,Lamoreaux Landing 2014 Red Oak Vineyard Riesling (Finger Lakes),Riesling,geneva,42.58,-76.86,18.652173913043477,87.34782608695652,18.652173913043477,87.34782608695652
Chile,Leyda 2015 Single Vineyard Falaris Hill Chardonnay (Leyda Valley),Chardonnay,san antonio,-33.69,-71.48,24.066666666666666,87.2,24.066666666666666,87.2
Italy,Madonna Alta 2014 Nativo Red (Toscana),Red Blend,foligno,42.89,12.63,20.5,87.0,20.5,87.0
Italy,Marchesi Antinori 2015 Villa Antinori White (Toscana),White Blend,impruneta,43.61,11.19,106.37837837837837,92.05405405405405,106.37837837837837,92.05405405405405
Italy,Marchesi de' Frescobaldi 2014 Castiglioni Red (Toscana),Red Blend,roccastrada,43.04,11.41,36.60526315789474,89.0,36.60526315789474,89.0
US,Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley),Zinfandel,morgan hill,37.04,-121.71,31.8125,87.75,31.8125,87.75
Italy,Ornellaia 2014 Le Volte Red (Toscana),Red Blend,cecina,43.21,10.62,121.875,91.5,121.875,91.5
France,Pardon et Fils 2015 Les Quartelets  (Brouilly),Gamay,villefranche-sur-saone,46.15,4.6,19.181818181818183,87.0,19.181818181818183,87.0
US,Piña 2013 Wolff Vineyard Cabernet Sauvignon (Yountville),Cabernet Sauvignon,sonoma,38.47,-122.38,80.85185185185185,91.55555555555556,80.85185185185185,91.55555555555556
Italy,Podere Ciona 2014 Semifonte Red (Toscana),Red Blend,montevarchi,43.48,11.46,22.5,86.75,22.5,86.75
US,Rideau 2014 Estate Syrah,Syrah,isla vista,34.63,-120.11,47.25806451612903,90.0,47.25806451612903,90.0
Italy,Tenuta Forconi 2013 Toscano Red (Toscana),Red Blend,montelupo fiorentino,43.7,10.99,53.333333333333336,87.66666666666667,53.333333333333336,87.66666666666667
Italy,Ceretto 2003 Bricco Rocche Prapó  (Barolo),Nebbiolo,alba,44.67,8.0,97.5,90.26315789473684,97.5,90.26315789473684
US,Matrix 2007 Stuhlmuller Vineyard Chardonnay (Alexander Valley),Chardonnay,healdsburg,38.57,-122.88,39.6,88.75,39.6,88.75
US,Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile),Zinfandel,healdsburg,38.65,-122.91,37.68421052631579,89.52631578947368,37.68421052631579,89.52631578947368
Australia,Henry's Drive Vignerons 2006 Parson's Flat Shiraz-Cabernet Sauvignon (Padthaway),Shiraz-Cabernet Sauvignon,adelaide,-34.98,138.73,32.5,90.0,32.5,90.0
US,Silverado 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,napa,38.41,-122.34,52.977777777777774,88.88888888888889,52.977777777777774,88.88888888888889
South Africa,Le Riche 2003 Cabernet Sauvignon Reserve Cabernet Sauvignon (Stellenbosch),Cabernet Sauvignon,somerset west,-34.01,18.8,33.333333333333336,88.66666666666667,33.333333333333336,88.66666666666667
France,Pierre Sparr 2007 Vendages Tardives Gewurztraminer (Alsace),Gewürztraminer,colmar,48.16,7.33,25.186046511627907,87.93023255813954,25.186046511627907,87.93023255813954
France,Kuentz-Bas 2008 Pinot Blanc (Alsace),Pinot Blanc,colmar,48.03,7.28,29.636363636363637,89.33766233766234,29.636363636363637,89.33766233766234
South Africa,Camberley 2004 Philosophers' Stone Red (Stellenbosch),Bordeaux-style Red Blend,stellenbosch,-33.92,18.93,26.4,88.6,26.4,88.6
South Africa,Delheim 2001 Grand Reserve Cabernet Sauvignon (Simonsberg-Stellenbosch),Cabernet Sauvignon,stellenbosch,-33.87,18.89,23.0,90.5,23.0,90.5
Italy,Poderi Luigi Einaudi 2003  Barolo,Nebbiolo,mondovi,44.52,7.95,65.70833333333333,90.125,65.70833333333333,90.125
US,Clark-Clauden 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,sonoma,38.5,-122.47,92.66666666666667,92.66666666666667,92.66666666666667,92.66666666666667
Italy,Giacomo Ascheri 2001 Sorano  (Barolo),Nebbiolo,bra,44.69,7.85,51.0,89.2,51.0,89.2
France,Lassègue 2003  Saint-Émilion,Bordeaux-style Red Blend,libourne,44.88,-0.13,50.0,91.0,50.0,91.0
Italy,Poderi Colla 2005 Costa Bruna  (Barbera d'Alba),Barbera,alba,44.67,8.07,49.333333333333336,89.4,49.333333333333336,89.4
France,Domaine Zind-Humbrecht 2007 Hunawihr Clos Windsbuhl Pinot Gris (Alsace),Pinot Gris,colmar,48.08,7.3,62.303030303030305,92.54545454545455,62.303030303030305,92.54545454545455
US,Terra Valentine 2013 K Block Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,santa rosa,38.52,-122.55,54.72093023255814,89.4186046511628,54.72093023255814,89.4186046511628
US,Testarossa 2013 Guidotti Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,los gatos,37.21,-121.98,52.08294930875576,90.74193548387096,52.08294930875576,90.74193548387096
US,Vincent Vineyards 2010 Family Reserve Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,isla vista,34.65,-120.09,56.5,90.5,56.5,90.5
Germany,Weingut Liebfrauenstift 2014 Dry Riesling (Rheinhessen),Riesling,worms,49.64,8.37,27.727272727272727,88.72727272727273,27.727272727272727,88.72727272727273
US,Wrath 2013 Destruction Level Red (Monterey),Rhône-style Red Blend,soledad,36.41,-121.39,35.08888888888889,89.42222222222222,35.08888888888889,89.42222222222222
Portugal,Herdade Grande 2014 Gerações Colheita Seleccionada Branco White (Alentejano),Portuguese White,beja,38.19,-7.84,21.428571428571427,88.14285714285714,21.428571428571427,88.14285714285714
US,Albatross Ridge 2012 Estate Reserve Pinot Noir (Carmel Valley),Pinot Noir,monterey,36.56,-121.92,52.857142857142854,92.71428571428571,52.857142857142854,92.71428571428571
US,Alta Colina 2012 Old 900 Syrah (Paso Robles),Syrah,atascadero,35.65,-120.74,43.31578947368421,90.26315789473684,43.31578947368421,90.26315789473684
Spain,Marques de Griñon 2010 Single Vineyard Estate Bottled Graciano (Dominio de Valdepusa),Graciano,talavera de la reina,39.86,-4.61,56.48717948717949,90.02564102564102,56.48717948717949,90.02564102564102
US,Big Basin 2013 Syrah (Santa Cruz Mountains),Syrah,saratoga,37.18,-122.16,47.651162790697676,92.16279069767442,47.651162790697676,92.16279069767442
Portugal,Casa Santa Vitória 2013 Grande Reserva Tinto Red (Alentejano),Portuguese Red,aljustrel,37.89,-8.02,20.727272727272727,88.0,20.727272727272727,88.0
Italy,Castello di Gabbiano 2012 Bellezza Gran Selezione  (Chianti Classico),Sangiovese,impruneta,43.63,11.26,27.142857142857142,89.66666666666667,27.142857142857142,89.66666666666667
France,Château Vincens 2012 Malbec (Cahors),Malbec,cahors,44.46,1.28,37.75,91.0,37.75,91.0
US,Chronic Cellars 2013 Mr. Nibbles Red (Paso Robles),Red Blend,atascadero,35.67,-120.73,22.392857142857142,87.75,22.392857142857142,87.75
Chile,Conde de Velázquez 2012 Condesa Real Premium Blend Red (Aconcagua Valley),Red Blend,san bernardo,-33.53,-70.71,19.833333333333332,86.5,19.833333333333332,86.5
Chile,Cono Sur 2012 20 Barrels Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,santiago,-33.42,-70.61,19.671641791044777,86.53731343283582,19.671641791044777,86.53731343283582
France,Domaine Berthoumieu 2013 Charles de Batz Tannat-Cabernet (Madiran),Tannat-Cabernet,pau,43.61,-0.12,26.714285714285715,92.28571428571429,26.714285714285715,92.28571428571429
US,Duckhorn 2012 Rector Creek Vineyard Merlot (Napa Valley),Merlot,sonoma,38.53,-122.49,76.37837837837837,91.39189189189189,76.37837837837837,91.39189189189189
US,Dutton-Goldfield 2014 Dutton Ranch Pinot Noir (Russian River Valley),Pinot Noir,windsor,38.44,-122.86,47.36,91.74,47.36,91.74
Germany,Fritz Haag 2014 Brauneberger Feinherb Riesling (Mosel),Riesling,wittlich,49.91,6.99,40.43478260869565,91.97826086956522,40.43478260869565,91.97826086956522
Chile,G7 2012 The 7th Generation Gran Reserva Estate Bottled Cabernet Sauvignon (Loncomilla Valley),Cabernet Sauvignon,santiago,-33.42,-70.6,13.0,86.14285714285714,13.0,86.14285714285714
US,Le Cadeau 2014 Pinot Noir (Willamette Valley),Pinot Noir,newberg,45.27,-123.02,54.57575757575758,90.81818181818181,54.57575757575758,90.81818181818181
New Zealand,Stoneleigh 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,seddon,-41.51,173.96,18.333333333333332,86.66666666666667,18.333333333333332,86.66666666666667
Italy,Tenuta Peter Sölva & Söhne 2007 De Silva Sauvignon (Alto Adige),Sauvignon,appiano,46.41,11.24,25.0,88.25,25.0,88.25
Chile,TerraMater 2006 Unusual Cabernet-Shiraz-Zinfandel Red (Maipo Valley),Red Blend,santiago,-33.42,-70.6,29.0,85.75,29.0,85.75
Italy,Isole e Olena 2005  Chianti Classico,Sangiovese,poggibonsi,43.5,11.24,89.9,92.5,89.9,92.5
US,Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley),Syrah,sonoma,38.41,-122.54,21.979591836734695,86.8265306122449,21.979591836734695,86.8265306122449
France,La Chablisienne 2006 Les Vénérables Vieilles Vignes  (Chablis),Chardonnay,auxerre,47.81,3.8,41.48717948717949,90.8076923076923,41.48717948717949,90.8076923076923
US,Manzoni 2006 Lucia Highland Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,monterey,36.55,-121.92,32.59090909090909,87.31818181818181,32.59090909090909,87.31818181818181
US,McIntyre Vineyards 2006 Mission Ranch Pinot Noir (Arroyo Seco),Pinot Noir,monterey,36.54,-121.91,34.94117647058823,89.41176470588235,34.94117647058823,89.41176470588235
Argentina,Alamos 2007 Torrontés (Salta),Torrontés,lujan,-33.17,-68.92,14.041666666666666,86.0,14.041666666666666,86.0
US,Anaba 2007 Chardonnay (Sonoma Coast),Chardonnay,sonoma,38.24,-122.46,35.1875,89.375,35.1875,89.375
Chile,Apaltagua 2007 Envero Gran Reserva Carmenère (Colchagua Valley),Carmenère,santa cruz,-34.62,-71.27,20.076923076923077,85.66666666666667,20.076923076923077,85.66666666666667
US,Harrington 2006 Wiley Vineyard Pinot Noir (Anderson Valley),Pinot Noir,san francisco,37.75,-122.39,43.333333333333336,90.33333333333333,43.333333333333336,90.33333333333333
Italy,Abbazia Santa Anastasia 2003 Montenero Red (Sicilia),Red Blend,castelbuono,37.97,14.08,43.142857142857146,87.28571428571429,43.142857142857146,87.28571428571429
Chile,Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley),Merlot,santiago,-33.39,-70.62,14.661290322580646,86.1774193548387,14.661290322580646,86.1774193548387
Chile,Emiliana 2008 Natura Chardonnay (Casablanca Valley),Chardonnay,villa alemana,-33.36,-71.31,24.814814814814813,86.9074074074074,24.814814814814813,86.9074074074074
Italy,Fattoria Alois 2007 Campole Red (Campania),Red Blend,capua,41.19,14.23,29.0,86.0,29.0,86.0
Italy,Aldegheri 2003 Le Pietre Santambrogio Red (Rosso del Veronese),Red Blend,pescantina,45.52,10.83,45.333333333333336,87.66666666666667,45.333333333333336,87.66666666666667
France,Bertrand Ambroise 2006  St.-Romain,Chardonnay,beaune,47.11,4.93,86.33333333333333,88.33333333333333,86.33333333333333,88.33333333333333
Italy,Carpineto 2003 Riserva  (Vino Nobile di Montepulciano),Prugnolo Gentile,figline valdarno,43.6,11.39,36.779661016949156,88.88135593220339,36.779661016949156,88.88135593220339
Italy,Cesani 2007 Pancole  (Vernaccia di San Gimignano),Vernaccia,certaldo,43.51,11.0,17.714285714285715,86.71428571428571,17.714285714285715,86.71428571428571
South Africa,Spier 2014 21 Gables Chenin Blanc (Western Cape),Chenin Blanc,stellenbosch,-33.97,18.78,16.5,88.1,16.5,88.1
US,Sequum 2013 Four Soil Mélange Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,sonoma,38.5,-122.46,51.588235294117645,90.76470588235294,51.588235294117645,90.76470588235294
US,Sierra Starr 2014 Rising Starr Estate Bottled Cabernet Franc (Nevada County),Cabernet Franc,grass valley,39.21,-121.09,24.076923076923077,88.23076923076923,24.076923076923077,88.23076923076923
Italy,Terlan 2014 Nova Domus Riserva White (Alto Adige),White Blend,appiano,46.53,11.25,59.333333333333336,91.33333333333333,59.333333333333336,91.33333333333333
Israel,Yatir 2011 Syrah (Judean Hills),Syrah,dimona,31.26,35.13,52.94444444444444,89.5,52.94444444444444,89.5
Portugal,Adega Cooperativa de Borba 2012 Montes Claros Garrafeira Red (Alentejo),Portuguese Red,borba,38.81,-7.46,14.326530612244898,86.95918367346938,14.326530612244898,86.95918367346938
US,J. Lohr 2014 Gesture G-S-M (Paso Robles),G-S-M,atascadero,35.69,-120.64,27.580645161290324,88.39784946236558,27.580645161290324,88.39784946236558
US,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley),Zinfandel,healdsburg,38.67,-122.94,31.142857142857142,87.42857142857143,31.142857142857142,87.42857142857143
South Africa,Delaire Graff 2013 Reserve White (Coastal Region),White Blend,stellenbosch,-33.92,18.92,32.666666666666664,89.0,32.666666666666664,89.0
France,Domaine St Pierre 2014 Red (Côtes du Rhône),Rhône-style Red Blend,saint-martin-de-crau,43.52,4.74,16.0,90.0,16.0,90.0
South Africa,Eikendal 2014 Chardonnay (Western Cape),Chardonnay,somerset west,-34.01,18.82,20.125,87.875,20.125,87.875
France,Famille Perrin 2013 Les Christins Red (Vacqueyras),Rhône-style Red Blend,orange,44.12,4.86,47.125,89.875,47.125,89.875
Spain,Matarromera 2015 Fermentado en Barrica Verdejo (Rueda),Verdejo,valladolid,41.64,-4.32,57.09090909090909,88.9090909090909,57.09090909090909,88.9090909090909
US,MCV 2014 1105 Red (Paso Robles),Red Blend,morro bay,35.37,-120.85,37.095238095238095,89.76190476190476,37.095238095238095,89.76190476190476
US,Mounts 2014 Verah Red (Dry Creek Valley),Rhône-style Red Blend,healdsburg,38.66,-122.95,32.064516129032256,87.06451612903226,32.064516129032256,87.06451612903226
Israel,Or Haganuz 2014 French Blend Red (Galilee),Bordeaux-style Red Blend,jish,33.0,35.45,35.2,89.1,35.2,89.1
Italy,Podere Scopetone 2012  Brunello di Montalcino,Sangiovese,arezzo,43.43,11.93,59.25,89.5,59.25,89.5
Portugal,Quinta de Foz de Arouce 2013 Red (Beira Atlantico),Portuguese Red,poiares,40.16,-8.28,36.733333333333334,91.33333333333333,36.733333333333334,91.33333333333333
US,Robert Mondavi 2015 Fumé Blanc (Napa Valley),Fumé Blanc,sonoma,38.44,-122.41,37.026785714285715,88.41964285714286,37.026785714285715,88.41964285714286
Italy,St. Pauls 2014 Passion Riserva Pinot Bianco (Alto Adige),Pinot Bianco,appiano,46.47,11.26,31.1,89.23333333333333,31.1,89.23333333333333
Argentina,Mendel 2014 Lunta Malbec (Luján de Cuyo),Malbec,lujan,-33.03,-68.85,41.588235294117645,89.17647058823529,41.588235294117645,89.17647058823529
South Africa,Oldenburg 2013 Chardonnay (Stellenbosch),Chardonnay,stellenbosch,-33.93,18.95,22.5,90.0,22.5,90.0
US,Wagner 2006 Grace House Pinot Noir (Finger Lakes),Pinot Noir,geneva,42.57,-76.86,15.842105263157896,86.33333333333333,15.842105263157896,86.33333333333333
US,Treleaven 2006 Semi-Dry Riesling (Cayuga Lake),Riesling,ithaca,42.65,-76.63,18.607142857142858,86.28571428571429,18.607142857142858,86.28571428571429
US,Benessere 2005 Costa Del Sol Red (Napa Valley),Red Blend,santa rosa,38.55,-122.51,34.76086956521739,87.52173913043478,34.76086956521739,87.52173913043478
US,Bloomer Creek 2006 Gewürztraminer (Finger Lakes),Gewürztraminer,ithaca,42.49,-76.87,26.20689655172414,87.75862068965517,26.20689655172414,87.75862068965517
Australia,Angove's 2006 Red Belly Black Shiraz (South Australia),Shiraz,adelaide,-35.21,138.55,12.142857142857142,84.28571428571429,12.142857142857142,84.28571428571429
US,Silvan Ridge 2006 Reserve Pinot Noir (Willamette Valley),Pinot Noir,eugene,43.96,-123.26,22.975,86.2,22.975,86.2
Italy,Talamonti 2007 Cerasuolo Rosè  (Montepulciano d'Abruzzo),Montepulciano,penne,42.41,13.97,14.791666666666666,87.16666666666667,14.791666666666666,87.16666666666667
